season,time,ThirdPractice,FirstPractice,SecondPractice,raceName,round,url,Sprint,Circuit,Qualifying,date
2001,,,,,Japanese Grand Prix,17,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",,2001-10-14
2002,,,,,Australian Grand Prix,1,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",,2002-03-03
2002,,,,,Malaysian Grand Prix,2,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",,2002-03-17
2002,,,,,Brazilian Grand Prix,3,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",,2002-03-31
2002,,,,,San Marino Grand Prix,4,http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix,,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",,2002-04-14
2002,,,,,Spanish Grand Prix,5,http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",,2002-04-28
2002,,,,,Austrian Grand Prix,6,http://en.wikipedia.org/wiki/2002_Austrian_Grand_Prix,,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",,2002-05-12
2002,,,,,Monaco Grand Prix,7,http://en.wikipedia.org/wiki/2002_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",,2002-05-26
2002,,,,,Canadian Grand Prix,8,http://en.wikipedia.org/wiki/2002_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",,2002-06-09
2002,,,,,European Grand Prix,9,http://en.wikipedia.org/wiki/2002_European_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",,2002-06-23
2002,,,,,British Grand Prix,10,http://en.wikipedia.org/wiki/2002_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",,2002-07-07
2002,,,,,French Grand Prix,11,http://en.wikipedia.org/wiki/2002_French_Grand_Prix,,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",,2002-07-21
2002,,,,,German Grand Prix,12,http://en.wikipedia.org/wiki/2002_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",,2002-07-28
2002,,,,,Hungarian Grand Prix,13,http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",,2002-08-18
2002,,,,,Belgian Grand Prix,14,http://en.wikipedia.org/wiki/2002_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",,2002-09-01
2002,,,,,Italian Grand Prix,15,http://en.wikipedia.org/wiki/2002_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",,2002-09-15
2002,,,,,United States Grand Prix,16,http://en.wikipedia.org/wiki/2002_United_States_Grand_Prix,,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",,2002-09-29
2002,,,,,Japanese Grand Prix,17,http://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",,2002-10-13
2003,,,,,Australian Grand Prix,1,http://en.wikipedia.org/wiki/2003_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",,2003-03-09
2003,,,,,Malaysian Grand Prix,2,http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",,2003-03-23
2003,,,,,Brazilian Grand Prix,3,http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",,2003-04-06
2003,,,,,San Marino Grand Prix,4,http://en.wikipedia.org/wiki/2003_San_Marino_Grand_Prix,,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",,2003-04-20
2003,,,,,Spanish Grand Prix,5,http://en.wikipedia.org/wiki/2003_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",,2003-05-04
2003,,,,,Austrian Grand Prix,6,http://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix,,"{'circuitId': 'red_bull_ring', 'url': 'http://en.wikipedia.org/wiki/Red_Bull_Ring', 'circuitName': 'Red Bull Ring', 'Location': {'lat': '47.2197', 'long': '14.7647', 'locality': 'Spielberg', 'country': 'Austria'}}",,2003-05-18
2003,,,,,Monaco Grand Prix,7,http://en.wikipedia.org/wiki/2003_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",,2003-06-01
2003,,,,,Canadian Grand Prix,8,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",,2003-06-15
2003,,,,,European Grand Prix,9,http://en.wikipedia.org/wiki/2003_European_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",,2003-06-29
2003,,,,,French Grand Prix,10,http://en.wikipedia.org/wiki/2003_French_Grand_Prix,,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",,2003-07-06
2003,,,,,British Grand Prix,11,http://en.wikipedia.org/wiki/2003_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",,2003-07-20
2003,,,,,German Grand Prix,12,http://en.wikipedia.org/wiki/2003_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",,2003-08-03
2003,,,,,Hungarian Grand Prix,13,http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",,2003-08-24
2003,,,,,Italian Grand Prix,14,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",,2003-09-14
2003,,,,,United States Grand Prix,15,http://en.wikipedia.org/wiki/2003_United_States_Grand_Prix,,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",,2003-09-28
2003,,,,,Japanese Grand Prix,16,http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",,2003-10-12
2004,,,,,Australian Grand Prix,1,http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",,2004-03-07
2004,,,,,Malaysian Grand Prix,2,http://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",,2004-03-21
2004,,,,,Bahrain Grand Prix,3,http://en.wikipedia.org/wiki/2004_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",,2004-04-04
2004,,,,,San Marino Grand Prix,4,http://en.wikipedia.org/wiki/2004_San_Marino_Grand_Prix,,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",,2004-04-25
2004,,,,,Spanish Grand Prix,5,http://en.wikipedia.org/wiki/2004_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",,2004-05-09
2004,,,,,Monaco Grand Prix,6,http://en.wikipedia.org/wiki/2004_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",,2004-05-23
2004,,,,,European Grand Prix,7,http://en.wikipedia.org/wiki/2004_European_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",,2004-05-30
2004,,,,,Canadian Grand Prix,8,http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",,2004-06-13
2004,,,,,United States Grand Prix,9,http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix,,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",,2004-06-20
2004,,,,,French Grand Prix,10,http://en.wikipedia.org/wiki/2004_French_Grand_Prix,,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",,2004-07-04
2004,,,,,British Grand Prix,11,http://en.wikipedia.org/wiki/2004_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",,2004-07-11
2004,,,,,German Grand Prix,12,http://en.wikipedia.org/wiki/2004_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",,2004-07-25
2004,,,,,Hungarian Grand Prix,13,http://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",,2004-08-15
2004,,,,,Belgian Grand Prix,14,http://en.wikipedia.org/wiki/2004_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",,2004-08-29
2004,,,,,Italian Grand Prix,15,http://en.wikipedia.org/wiki/2004_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",,2004-09-12
2004,,,,,Chinese Grand Prix,16,http://en.wikipedia.org/wiki/2004_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",,2004-09-26
2004,,,,,Japanese Grand Prix,17,http://en.wikipedia.org/wiki/2004_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",,2004-10-10
2004,,,,,Brazilian Grand Prix,18,http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",,2004-10-24
2005,14:00:00Z,,,,Australian Grand Prix,1,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",,2005-03-06
2005,15:00:00Z,,,,Malaysian Grand Prix,2,http://en.wikipedia.org/wiki/2005_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",,2005-03-20
2005,14:30:00Z,,,,Bahrain Grand Prix,3,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",,2005-04-03
2005,14:00:00Z,,,,San Marino Grand Prix,4,http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix,,"{'circuitId': 'imola', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Enzo_e_Dino_Ferrari', 'circuitName': 'Autodromo Enzo e Dino Ferrari', 'Location': {'lat': '44.3439', 'long': '11.7167', 'locality': 'Imola', 'country': 'Italy'}}",,2005-04-24
2005,14:00:00Z,,,,Spanish Grand Prix,5,http://en.wikipedia.org/wiki/2005_Spanish_Grand_Prix,,"{'circuitId': 'catalunya', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",,2005-05-08
2005,14:00:00Z,,,,Monaco Grand Prix,6,http://en.wikipedia.org/wiki/2005_Monaco_Grand_Prix,,"{'circuitId': 'monaco', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",,2005-05-22
2005,14:00:00Z,,,,European Grand Prix,7,http://en.wikipedia.org/wiki/2005_European_Grand_Prix,,"{'circuitId': 'nurburgring', 'url': 'http://en.wikipedia.org/wiki/N%C3%BCrburgring', 'circuitName': 'Nürburgring', 'Location': {'lat': '50.3356', 'long': '6.9475', 'locality': 'Nürburg', 'country': 'Germany'}}",,2005-05-29
2005,13:00:00Z,,,,Canadian Grand Prix,8,http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix,,"{'circuitId': 'villeneuve', 'url': 'http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",,2005-06-12
2005,14:00:00Z,,,,United States Grand Prix,9,http://en.wikipedia.org/wiki/2005_United_States_Grand_Prix,,"{'circuitId': 'indianapolis', 'url': 'http://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway', 'circuitName': 'Indianapolis Motor Speedway', 'Location': {'lat': '39.795', 'long': '-86.2347', 'locality': 'Indianapolis', 'country': 'USA'}}",,2005-06-19
2005,14:00:00Z,,,,French Grand Prix,10,http://en.wikipedia.org/wiki/2005_French_Grand_Prix,,"{'circuitId': 'magny_cours', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours', 'circuitName': 'Circuit de Nevers Magny-Cours', 'Location': {'lat': '46.8642', 'long': '3.16361', 'locality': 'Magny Cours', 'country': 'France'}}",,2005-07-03
2005,14:00:00Z,,,,British Grand Prix,11,http://en.wikipedia.org/wiki/2005_British_Grand_Prix,,"{'circuitId': 'silverstone', 'url': 'http://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",,2005-07-10
2005,14:00:00Z,,,,German Grand Prix,12,http://en.wikipedia.org/wiki/2005_German_Grand_Prix,,"{'circuitId': 'hockenheimring', 'url': 'http://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",,2005-07-24
2005,14:00:00Z,,,,Hungarian Grand Prix,13,http://en.wikipedia.org/wiki/2005_Hungarian_Grand_Prix,,"{'circuitId': 'hungaroring', 'url': 'http://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",,2005-07-31
2005,15:00:00Z,,,,Turkish Grand Prix,14,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix,,"{'circuitId': 'istanbul', 'url': 'http://en.wikipedia.org/wiki/Istanbul_Park', 'circuitName': 'Istanbul Park', 'Location': {'lat': '40.9517', 'long': '29.405', 'locality': 'Istanbul', 'country': 'Turkey'}}",,2005-08-21
2005,14:00:00Z,,,,Italian Grand Prix,15,http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix,,"{'circuitId': 'monza', 'url': 'http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.6156', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",,2005-09-04
2005,14:00:00Z,,,,Belgian Grand Prix,16,http://en.wikipedia.org/wiki/2005_Belgian_Grand_Prix,,"{'circuitId': 'spa', 'url': 'http://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",,2005-09-11
2005,14:00:00Z,,,,Brazilian Grand Prix,17,http://en.wikipedia.org/wiki/2005_Brazilian_Grand_Prix,,"{'circuitId': 'interlagos', 'url': 'http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.6997', 'locality': 'São Paulo', 'country': 'Brazil'}}",,2005-09-25
2005,14:00:00Z,,,,Japanese Grand Prix,18,http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix,,"{'circuitId': 'suzuka', 'url': 'http://en.wikipedia.org/wiki/Suzuka_Circuit', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.8431', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",,2005-10-09
2005,14:00:00Z,,,,Chinese Grand Prix,19,http://en.wikipedia.org/wiki/2005_Chinese_Grand_Prix,,"{'circuitId': 'shanghai', 'url': 'http://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",,2005-10-16
2006,14:30:00Z,,,,Bahrain Grand Prix,1,http://en.wikipedia.org/wiki/2006_Bahrain_Grand_Prix,,"{'circuitId': 'bahrain', 'url': 'http://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",,2006-03-12
2006,15:00:00Z,,,,Malaysian Grand Prix,2,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,,"{'circuitId': 'sepang', 'url': 'http://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",,2006-03-19
2006,14:00:00Z,,,,Australian Grand Prix,3,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix,,"{'circuitId': 'albert_park', 'url': 'http://en.wikipedia.org/wiki/Melbourne_Grand_Prix_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",,2006-04-02
